postcode,name,longitude,latitude
"M28","Boothstown, Greater Manchester",53.514,-2.397
"M29","Astley Green, Greater Manchester",53.508,-2.457
"M3","Manchester, Greater Manchester",53.483,-2.251
"M30","Eccles, Greater Manchester",53.484,-2.354
"M31","Carrington, Greater Manchester",53.419,-2.422
"M32","Stretford, Greater Manchester",53.45,-2.309
"M33","Ashton upon Mersey, Greater Manchester",53.421,-2.324
"M34","Audenshaw, Greater Manchester",53.456,-2.117
"M35","Failsworth, Greater Manchester",53.507,-2.153
"M38","Little Hulton, Greater Manchester",53.532,-2.421
"M4","",53.485,-2.229
"M40","",53.504,-2.19
"M41","Flixton, Greater Manchester",53.451,-2.364
"M43","Droylsden, Greater Manchester",53.483,-2.148
"M44","Cadishead, Greater Manchester",53.441,-2.426
"M45","Whitefield, Greater Manchester",53.547,-2.289
"M46","Atherton, Greater Manchester",53.526,-2.49
"M5","Salford, Greater Manchester",53.479,-2.284
"M6","",53.492,-2.297
"M60","Manchester, Greater Manchester",53.486,-2.228
"M7","Broughton, Greater Manchester",53.505,-2.26
"M8","Cheetham Hill, Greater Manchester",53.509,-2.239
"M9","Harpurhey, Greater Manchester",53.522,-2.213
"M90","",53.363,-2.277
"ME1","Borstal, Kent",51.372,0.5
"ME10","Kemsley, Kent",51.343,0.736
"ME11","Queenborough, Kent",51.413,0.749
"ME12","Eastchurch, Kent",51.423,0.805
"ME13","Badlesmere, Kent",51.303,0.896
"ME14","Bearsted, Kent",51.28,0.542
"ME15","Dean Street, Kent",51.254,0.534
"ME16","East Barming, Kent",51.274,0.5
"ME17","Boughton Green, Kent",51.235,0.61
"ME18","Benover, Kent",51.244,0.423
"ME19","Addington, Kent",51.293,0.411
"ME2","Cuxton, Kent",51.392,0.486
"ME20","Aylesford, Kent",51.305,0.46
"ME3","Allhallows, Kent",51.433,0.547
"ME4","Brompton, Kent",51.38,0.53
"ME5","Blue Bell Hill, Kent",51.349,0.534
"ME6","Ham Hill, Kent",51.327,0.441
"ME7","Bredhurst, Kent",51.379,0.557
"ME8","Rainham, Kent",51.361,0.599
"ME9","Bapchild, Kent",51.333,0.725
"MK1","",52.005,-0.726
"MK10","Milton Keynes Village, Milton Keynes",52.039,-0.698
"MK11","Stony Stratford, Milton Keynes",52.052,-0.84
"MK12","Old Wolverton, Milton Keynes",52.057,-0.816
"MK13","Bradwell, Milton Keynes",52.052,-0.784
"MK14","Great Linford, Milton Keynes",52.059,-0.762
"MK15","Willen, Milton Keynes",52.058,-0.728
"MK16","Astwood, Milton Keynes",52.089,-0.721
"MK17","Aspley Guise, Bedfordshire",51.992,-0.7
"MK18","Addington, Buckinghamshire",51.98,-0.969
"MK19","Beachampton, Buckinghamshire",52.072,-0.852
"MK2","Fenny Stratford, Milton Keynes",51.99,-0.724
"MK3","Bletchley, Milton Keynes",51.997,-0.753
"MK4","",52.004,-0.777
"MK40","Bedford, Bedfordshire",52.138,-0.472
"MK41","Clapham, Bedfordshire",52.151,-0.447
"MK42","Elstow, Bedfordshire",52.12,-0.473
"MK43","Bourne End, Bedfordshire",52.118,-0.557
"MK44","Bletsoe, Bedfordshire",52.194,-0.426
"MK45","Ampthill, Bedfordshire",52.024,-0.468
"MK46","Clifton Reynes, Milton Keynes",52.154,-0.691
"MK5","Loughton, Milton Keynes",52.02,-0.783
"MK6","Great Woolstone, Milton Keynes",52.03,-0.742
"MK7","Walton, Milton Keynes",52.019,-0.69
"MK8","",52.036,-0.803
"MK9","",52.041,-0.759
"ML1","Bellside, North Lanarkshire",55.799,-3.976
"ML10","Caldermill, South Lanarkshire",55.68,-4.069
"ML11","Auchengray, South Lanarkshire",55.667,-3.786
"ML12","Abington, South Lanarkshire",55.566,-3.596
"ML2","Bonkle, North Lanarkshire",55.777,-3.913
"ML3","Allanton, South Lanarkshire",55.77,-4.054
"ML4","Bellshill, North Lanarkshire",55.818,-4.02
"ML5","Coatbridge, North Lanarkshire",55.86,-4.03
"ML6","Airdrie, North Lanarkshire",55.867,-3.962
"ML7","Allanton, North Lanarkshire",55.83,-3.793
"ML8","Braidwood, South Lanarkshire",55.731,-3.841
"ML9","Ashgill, South Lanarkshire",55.725,-3.967
"N1","Balls Pond Road, Greater London",51.537,-0.097
"N10","Cranley Gardens, Greater London",51.594,-0.143
"N11","Bounds Green, Greater London",51.613,-0.138
"N12","Colney Hatch, Greater London",51.615,-0.176
"N13","Bowes Park, Greater London",51.619,-0.102
"N14","East Barnet, Greater London",51.634,-0.129
"N15","Seven Sisters, Greater London",51.582,-0.081
"N16","Newington Green, Greater London",51.563,-0.075
"N17","Tottenham Hale, Greater London",51.597,-0.07
"N18","Edmonton, Greater London",51.613,-0.065
"N19","Archway, Greater London",51.565,-0.128
"N2","East Finchley, Greater London",51.59,-0.167
"N20","Highwood Hill, Greater London",51.629,-0.173
"N21","Grange Park, Greater London",51.636,-0.098
"N22","Alexandra Palace, Greater London",51.599,-0.11
"N3","Church End, Greater London",51.6,-0.193
"N4","Finsbury Park, Greater London",51.571,-0.101
"N5","Arsenal, Greater London",51.553,-0.097
"N6","Dartmouth Park, Greater London",51.572,-0.141
"N7","Caledonian Road, Greater London",51.553,-0.116
"N8","Crouch End, Greater London",51.584,-0.116
"N9","Lower Edmonton, Greater London",51.628,-0.057
"NE1","Newcastle upon Tyne, Tyne and Wear",54.973,-1.611
"NE10","Felling, Tyne and Wear",54.947,-1.553
"NE11","Dunston, Tyne and Wear",54.941,-1.631
"NE12","Benton Square, Tyne and Wear",55.024,-1.569
"NE13","Brenkley, Tyne and Wear",55.046,-1.645
"NE15","Harlow Hill, Northumberland",54.984,-1.72
"NE16","Burnopfield, County Durham",54.932,-1.691
"NE17","Chopwell, Tyne and Wear",54.913,-1.816
"NE18","Hawkwell, Northumberland",55.038,-1.861
"NE19","Bingfield, Northumberland",55.179,-2.096
"NE2","Heaton, Tyne and Wear",54.987,-1.605
"NE20","Belsay, Northumberland",55.053,-1.786
"NE21","Barlow, Tyne and Wear",54.958,-1.719
"NE22","Bedlington, Northumberland",55.136,-1.584
"NE23","Backworth, Tyne and Wear",55.08,-1.581
"NE24","Bebside, Northumberland",55.122,-1.521
"NE25","Earsdon, Tyne and Wear",55.05,-1.486
"NE26","Hartley, Northumberland",55.052,-1.456
"NE27","New York, Tyne and Wear",55.033,-1.511
"NE28","Wallsend, Tyne and Wear",55,-1.519
"NE29","Heaton, Tyne and Wear",55.012,-1.464
"NE3","Fawdon, Tyne and Wear",55.01,-1.633
"NE30","Cullercoats, Tyne and Wear",55.021,-1.44
"NE31","Hebburn, Tyne and Wear",54.971,-1.512
"NE32","Jarrow, Tyne and Wear",54.968,-1.483
"NE33","South Shields, Tyne and Wear",54.991,-1.428
"NE34","Harton, Tyne and Wear",54.972,-1.421
"NE35","Fawdon, Tyne and Wear",54.952,-1.46
"NE36","Boldon, Tyne and Wear",54.945,-1.439
"NE37","Fawdon, Tyne and Wear",54.913,-1.526
"NE38","Fatfield, Tyne and Wear",54.894,-1.524
"NE39","High Spen, Tyne and Wear",54.924,-1.759
"NE4","Blakelaw, Tyne and Wear",54.974,-1.643
"NE40","Coalburns, Tyne and Wear",54.966,-1.772
"NE41","Wylam, Northumberland",54.976,-1.819
"NE42","Ovingham, Northumberland",54.962,-1.854
"NE43","Hedley on the Hill, Northumberland",54.948,-1.905
"NE44","Barleyhill, Northumberland",54.943,-1.978
"NE45","Aydon, Northumberland",54.976,-2.016
"NE46","Acomb, Northumberland",54.979,-2.106
"NE47","Allendale Town, Northumberland",54.929,-2.251
"NE48","Barrasford, Northumberland",55.132,-2.257
"NE49","Haltwhistle, Northumberland",54.967,-2.459
"NE5","Black Callerton, Tyne and Wear",54.996,-1.687
"NE6","Byker, Tyne and Wear",54.977,-1.564
"NE61","Bothal, Northumberland",55.181,-1.688
"NE62","Guide Post, Northumberland",55.161,-1.592
"NE63","Ashington, Northumberland",55.178,-1.562
"NE64","Newbiggin-by-the-Sea, Northumberland",55.184,-1.514
"NE65","Acklington, Northumberland",55.313,-1.751
"NE66","Alnmouth, Northumberland",55.428,-1.731
"NE67","Beadnell, Northumberland",55.534,-1.693
"NE68","Elford, Northumberland",55.574,-1.658
"NE69","Bamburgh, Northumberland",55.605,-1.716
"NE7","Longbenton, Tyne and Wear",55,-1.578
"NE70","Adderstone, Northumberland",55.594,-1.815
"NE71","Akeld, Northumberland",55.555,-2.044
"NE8","Gateshead, Tyne and Wear",54.955,-1.603
"NE9","Springwell, Tyne and Wear",54.931,-1.584
"NE99","Newcastle upon Tyne (PO Boxes), Tyne and Wear",54.967,-1.613
"NG1","Nottingham, Nottinghamshire",52.954,-1.147
"NG10","Long Eaton, Derbyshire",52.9,-1.282
"NG11","Barton in Fabis, Nottinghamshire",52.899,-1.173
"NG12","Bassingfield, Nottinghamshire",52.911,-1.054
"NG13","Alverton, Nottinghamshire",52.947,-0.92
"NG14","Bleasby, Nottinghamshire",53.015,-1.037
"NG15","Annesley Woodhouse, Nottinghamshire",53.045,-1.203
"NG16","Awsworth, Nottinghamshire",53.027,-1.294
"NG17","Huthwaite, Nottinghamshire",53.116,-1.26
"NG18","Mansfield, Nottinghamshire",53.138,-1.183
"NG19","Forest Town, Nottinghamshire",53.16,-1.197
"NG2","Gamston, Nottinghamshire",52.935,-1.131
"NG20","Church Warsop, Nottinghamshire",53.21,-1.183
"NG21","Blidworth, Nottinghamshire",53.141,-1.104
"NG22","Askham, Nottinghamshire",53.178,-0.971
"NG23","Averham, Nottinghamshire",53.116,-0.801
"NG24","Balderton, Nottinghamshire",53.07,-0.799
"NG25","Easthorpe, Nottinghamshire",53.073,-0.955
"NG3","",52.968,-1.128
"NG31","Grantham, Lincolnshire",52.914,-0.64
"NG32","Aisby, Lincolnshire",52.949,-0.649
"NG33","Bassingthorpe, Lincolnshire",52.818,-0.579
"NG34","Anwick, Lincolnshire",52.988,-0.391
"NG4","Carlton, Nottinghamshire",52.97,-1.086
"NG5","Arnold, Nottinghamshire",52.997,-1.143
"NG6","Bulwell, Nottinghamshire",52.997,-1.191
"NG7","Nottingham, Nottinghamshire",52.958,-1.175
"NG8","Bilborough, Nottinghamshire",52.964,-1.212
"NG9","Attenborough, Nottinghamshire",52.926,-1.236
"NN1","Northampton, Northamptonshire",52.241,-0.887
"NN10","Higham Ferrers, Northamptonshire",52.292,-0.597
"NN11","Aston le Walls, Northamptonshire",52.241,-1.179
"NN12","Abthorpe, Northamptonshire",52.128,-0.998
"NN13","Biddlesden, Buckinghamshire",52.032,-1.147
"NN14","Aldwincle, Northamptonshire",52.41,-0.692
"NN15","Barton Seagrave, Northamptonshire",52.384,-0.706
"NN16","Kettering, Northamptonshire",52.406,-0.721
"NN17","Bulwick, Northamptonshire",52.5,-0.688
"NN18","Little Oakley, Northamptonshire",52.48,-0.715
"NN2","Boughton, Northamptonshire",52.262,-0.895
"NN29","Bozeat, Northamptonshire",52.26,-0.663
"NN3","Boothville, Northamptonshire",52.261,-0.846
"NN4","Collingtree, Northamptonshire",52.216,-0.896
"NN5","Dallington, Northamptonshire",52.248,-0.93
"NN6","Brixworth, Northamptonshire",52.322,-0.944
"NN7","Ashton, Northamptonshire",52.21,-0.927
"NN8","Wellingborough, Northamptonshire",52.303,-0.698
"NN9","Caldecott, Northamptonshire",52.333,-0.599
"NP10","Newport, Newport",51.579,-3.045
"NP11","Abercarn, Caerphilly",51.643,-3.13
"NP12","Abercarn, Caerphilly",51.668,-3.197
"NP13","Abercarn, Caerphilly",51.734,-3.14
"NP15","Abercarn, Caerphilly",51.726,-2.886
"NP16","Abercarn, Caerphilly",51.65,-2.688
"NP18","Abercarn, Caerphilly",51.607,-2.943
"NP19","Newport, Newport",51.589,-2.963
"NP20","Newport, Newport",51.591,-3.005
"NP22","Abertysswg, Caerphilly",51.771,-3.257
"NP23","Ebbw Vale, Blaenau Gwent",51.785,-3.196
"NP24","Abertysswg, Caerphilly",51.72,-3.237
"NP25","Abertysswg, Caerphilly",51.803,-2.722
"NP26","Abertysswg, Caerphilly",51.59,-2.777
"NP4","Abersychan, Torfaen",51.719,-3.046
"NP44","Castell-y-bwch, Torfaen",51.651,-3.027
"NP7","Abergavenny, Monmouthshire",51.829,-3.009
"NP8","Coed-yr-ynys, Powys",51.86,-3.146
"NR1","Lakenham, Norfolk",52.626,1.31
"NR10","Booton, Norfolk",52.736,1.246
"NR11","Alby Hill, Norfolk",52.841,1.275
"NR12","Ashmanhaugh, Norfolk",52.76,1.472
"NR13","Acle, Norfolk",52.634,1.473
"NR14","Alpington, Norfolk",52.565,1.381
"NR15","Aslacton, Norfolk",52.506,1.271
"NR16","Ashwellthorpe, Norfolk",52.476,1.061
"NR17","Attleborough, Norfolk",52.515,0.996
"NR18","Crownthorpe, Norfolk",52.571,1.11
"NR19","Bittering, Norfolk",52.675,0.929
"NR2","Eaton, Norfolk",52.63,1.285
"NR20","Bawdeswell, Norfolk",52.724,0.981
"NR21","Bale, Norfolk",52.841,0.853
"NR22","East Barsham, Norfolk",52.894,0.867
"NR23","Cockthorpe, Norfolk",52.949,0.86
"NR24","Briningham, Norfolk",52.859,1.051
"NR25","Baconsthorpe, Norfolk",52.92,1.085
"NR26","Beeston Regis, Norfolk",52.935,1.215
"NR27","Cromer, Norfolk",52.924,1.302
"NR28","Antingham, Norfolk",52.822,1.4
"NR29","Bastwick, Norfolk",52.692,1.639
"NR3","",52.643,1.296
"NR30","Caister-on-Sea, Norfolk",52.619,1.729
"NR31","Belton, Norfolk",52.576,1.711
"NR32","Blundeston, Suffolk",52.489,1.734
"NR33","Carlton Colville, Suffolk",52.454,1.719
"NR34","Aldeby, Norfolk",52.438,1.585
"NR35","Broome, Norfolk",52.462,1.435
"NR4","Colney, Norfolk",52.614,1.265
"NR5","Bowthorpe, Norfolk",52.64,1.235
"NR6","Catton, Norfolk",52.661,1.283
"NR8","Costessey, Norfolk",52.678,1.212
"NR9","Alderford, Norfolk",52.636,1.109
"NW1","Baker Street, Greater London",51.532,-0.143
"NW10","Church End, Greater London",51.54,-0.246
"NW11","Brent Cross, Greater London",51.578,-0.196
"NW2","Childs Hill, Greater London",51.558,-0.218
"NW3","Belsize Park, Greater London",51.552,-0.171
"NW4","Copthall, Greater London",51.587,-0.223
"NW5","Gospel Oak, Greater London",51.551,-0.143
"NW6","Brondesbury Park, Greater London",51.541,-0.194
"NW7","Mill Hill East, Greater London",51.615,-0.235
"NW8","Abbey Road, Greater London",51.531,-0.171
"NW9","Colindale, Greater London",51.586,-0.254
"OL1","Oldham, Greater Manchester",53.549,-2.105
"OL10","Heywood, Greater Manchester",53.59,-2.222
"OL11","Castleton, Greater Manchester",53.606,-2.174
"OL12","Broadley, Lancashire",53.635,-2.164
"OL13","Bacup, Lancashire",53.701,-2.203
"OL14","Clough Foot, West Yorkshire",53.714,-2.099
"OL15","Calderbrook, Greater Manchester",53.644,-2.1
"OL16","Firgrove, Greater Manchester",53.612,-2.131
"OL2","Crompton Fold, Greater Manchester",53.572,-2.108
"OL3","Bleak Hey Nook, Greater Manchester",53.553,-2.009
"OL4","Grasscroft, Greater Manchester",53.542,-2.073
"OL5","Micklehurst, Greater Manchester",53.517,-2.038
"OL6","Hurst, Greater Manchester",53.494,-2.085
"OL7","Ashton-under-Lyne, Greater Manchester",53.49,-2.105
"OL8","Bardsley, Greater Manchester",53.526,-2.116
"OL9","Chadderton, Greater Manchester",53.539,-2.142
"OX1","Boars Hill, Oxfordshire",51.745,-1.259
"OX10","Benson, Oxfordshire",51.608,-1.127
"OX11","Aston Tirrold, Oxfordshire",51.599,-1.246
"OX12","Ardington, Oxfordshire",51.594,-1.425
"OX13","Appleton, Oxfordshire",51.678,-1.347
"OX14","Abingdon, Oxfordshire",51.668,-1.275
"OX15","Alkerton, Oxfordshire",52.032,-1.407
"OX16","Banbury, Oxfordshire",52.062,-1.34
"OX17","Adderbury, Oxfordshire",52.073,-1.289
"OX18","Alvescot, Oxfordshire",51.762,-1.591
"OX2","Botley, Oxfordshire",51.764,-1.277
"OX20","Bladon, Oxfordshire",51.856,-1.358
"OX25","Botley, Oxfordshire",51.901,-1.213
"OX26","Botley, Oxfordshire",51.901,-1.151
"OX27","Botley, Oxfordshire",51.937,-1.147
"OX28","Botley, Oxfordshire",51.785,-1.487
"OX29","Botley, Oxfordshire",51.794,-1.432
"OX3","Beckley, Oxfordshire",51.761,-1.214
"OX33","Forest Hill, Oxfordshire",51.758,-1.147
"OX39","Beckley, Oxfordshire",51.701,-0.913
"OX4","Cowley, Oxfordshire",51.73,-1.215
"OX44","Chalgrove, Oxfordshire",51.7,-1.13
"OX49","Cowley, Oxfordshire",51.65,-1
"OX5","Begbroke, Oxfordshire",51.829,-1.281
"OX6","Ambrosden, Oxfordshire",51.909,-1.168
"OX7","Ascott-under-Wychwood, Oxfordshire",51.911,-1.528
"OX8","Asthall Leigh, Oxfordshire",51.79,-1.455
"OX9","Adwell, Oxfordshire",51.738,-0.982
"PA1","Paisley, Renfrewshire",55.845,-4.417
"PA10","Carruthmuir, Inverclyde",55.833,-4.551
"PA11","Bridge of Weir, Renfrewshire",55.857,-4.582
"PA12","Lochwinnoch, Renfrewshire",55.796,-4.623
"PA13","Auchenbothie, Inverclyde",55.893,-4.629
"PA14","Langbank, Renfrewshire",55.927,-4.663
"PA15","Paisley, Renfrewshire",55.942,-4.748
"PA16","Ardgowan, Inverclyde",55.944,-4.796
"PA17","Skelmorlie, North Ayrshire",55.865,-4.882
"PA18","Wemyss Bay, Inverclyde",55.889,-4.887
"PA19","Castle Levan, Inverclyde",55.953,-4.822
"PA2","",55.829,-4.434
"PA20","Ambrismore, Argyll and Bute",55.835,-5.057
"PA21","Acharosson, Argyll and Bute",55.901,-5.248
"PA22","",55.97,-5.157
"PA23","Ardbeg, Argyll and Bute",55.955,-4.932
"PA24","Ardnahein, Argyll and Bute",56.157,-4.904
"PA25","Ardnagowan, Argyll and Bute",56.216,-5.04
"PA26","Achadunan, Argyll and Bute",56.258,-4.938
"PA27","Balliemeanoch, Argyll and Bute",56.154,-5.084
"PA28","Ballochgair, Argyll and Bute",55.436,-5.603
"PA29","Achadacaie, Argyll and Bute",55.804,-5.477
"PA3","Linwood, Renfrewshire",55.852,-4.447
"PA30","Ardrishaig, Argyll and Bute",56.014,-5.448
"PA31","Achahoish, Argyll and Bute",56.053,-5.463
"PA32","Auchindrain, Argyll and Bute",56.203,-5.117
"PA33","Accurrach, Argyll and Bute",56.37,-5.055
"PA34","Achleanan, Highland",56.403,-5.499
"PA35","Annat, Argyll and Bute",56.405,-5.224
"PA36","Achallader, Argyll and Bute",56.521,-4.771
"PA37","Achnacairn, Argyll and Bute",56.469,-5.386
"PA38","Ardtur, Argyll and Bute",56.592,-5.335
"PA4","Inchinnan, Renfrewshire",55.875,-4.396
"PA41","Ardminish, Argyll and Bute",55.674,-5.742
"PA42","Ardbeg, Argyll and Bute",55.64,-6.186
"PA43","Bowmore, Argyll and Bute",55.756,-6.283
"PA44","Aoradh, Argyll and Bute",55.798,-6.292
"PA45","Ballygrant, Argyll and Bute",55.82,-6.166
"PA46","Ardnahoe, Argyll and Bute",55.862,-6.119
"PA47","Kelsay, Argyll and Bute",55.682,-6.503
"PA48","Carn, Argyll and Bute",55.738,-6.384
"PA49","Aruadh, Argyll and Bute",55.782,-6.394
"PA5","Elderslie, Renfrewshire",55.831,-4.509
"PA6","Crosslee, Renfrewshire",55.864,-4.534
"PA60","Achamore, Argyll and Bute",55.88,-5.913
"PA61","Balnahard, Argyll and Bute",56.072,-6.202
"PA62","Lochbuie, Argyll and Bute",56.359,-5.85
"PA63","Croggan, Argyll and Bute",56.382,-5.715
"PA64","Auchnacraig, Argyll and Bute",56.439,-5.675
"PA65","Ardura, Argyll and Bute",56.469,-5.728
"PA66","Aridhglas, Argyll and Bute",56.329,-6.354
"PA67","Ardalanish, Argyll and Bute",56.314,-6.232
"PA68","Balmeanach, Argyll and Bute",56.437,-6.141
"PA69","Crosslee, Renfrewshire",56.38,-6.088
"PA7","Bishopton, Renfrewshire",55.909,-4.5
"PA70","Carsaig, Argyll and Bute",56.364,-6.033
"PA71","Gruline, Argyll and Bute",56.481,-5.98
"PA72","Ardnacross, Argyll and Bute",56.518,-5.964
"PA73","Ballygown, Argyll and Bute",56.497,-6.183
"PA74","Kilninian, Argyll and Bute",56.533,-6.229
"PA75","Achnadrish, Argyll and Bute",56.612,-6.123
"PA76","Ruanaich, Argyll and Bute",56.334,-6.394
"PA77","Balemartine, Argyll and Bute",56.494,-6.884
"PA78","Acha, Argyll and Bute",56.625,-6.545
"PA8","Erskine, Renfrewshire",55.901,-4.452
"PA9","Howwood, Renfrewshire",55.81,-4.552
"PE1","New England, Cambridgeshire",52.587,-0.238
"PE10","Bourne, Lincolnshire",52.777,-0.376
"PE11","Church End, Lincolnshire",52.807,-0.166
"PE12","Aswick Grange, Lincolnshire",52.784,0.029
"PE13","Church End, Cambridgeshire",52.669,0.139
"PE14","Christchurch, Cambridgeshire",52.639,0.211
"PE15","Benwick, Cambridgeshire",52.536,0.087
"PE16","Chatteris, Cambridgeshire",52.454,0.05
"PE19","Abbotsley, Cambridgeshire",52.242,-0.258
"PE2","Alwalton, Cambridgeshire",52.561,-0.263
"PE20","Algarkirk, Lincolnshire",52.932,-0.102
"PE21","Boston, Lincolnshire",52.975,-0.021
"PE22","",53.048,0.045
"PE23","Asgarby, Lincolnshire",53.173,0.091
"PE24","Addlethorpe, Lincolnshire",53.165,0.268
"PE25","Ingoldmells, Lincolnshire",53.153,0.337
"PE26","Alwalton, Cambridgeshire",52.453,-0.113
"PE27","Alwalton, Cambridgeshire",52.334,-0.076
"PE28","Alwalton, Cambridgeshire",52.358,-0.186
"PE29","Alwalton, Cambridgeshire",52.334,-0.178
"PE3","Longthorpe, Cambridgeshire",52.587,-0.275
"PE30","Gaywood, Norfolk",52.759,0.418
"PE31","Anmer, Norfolk",52.876,0.567
"PE32","Ashwicken, Norfolk",52.73,0.628
"PE33","Barton Bendish, Norfolk",52.649,0.469
"PE34","Clenchwarton, Norfolk",52.724,0.34
"PE35","Sandringham, Norfolk",52.825,0.512
"PE36","Holme next the Sea, Norfolk",52.936,0.508
"PE37","Beechamwell, Norfolk",52.644,0.693
"PE38","Bexwell, Norfolk",52.589,0.377
"PE4","Walton, Cambridgeshire",52.612,-0.266
"PE5","Ailsworth, Cambridgeshire",52.579,-0.344
"PE6","Baston, Lincolnshire",52.656,-0.255
"PE7","Caldecote, Cambridgeshire",52.538,-0.198
"PE8","Achurch, Northamptonshire",52.527,-0.442
"PE9","Bainton, Cambridgeshire",52.654,-0.48
"PH1","Airntully, Perth and Kinross",56.421,-3.475
"PH10","Achalader, Perth and Kinross",56.609,-3.36
"PH11","Alrick, Angus",56.639,-3.234
"PH12","Ardler, Perth and Kinross",56.576,-3.152
"PH13","Arthurstone, Perth and Kinross",56.537,-3.274
"PH14","Abernyte, Perth and Kinross",56.453,-3.186
"PH15","Aberfeldy, Perth and Kinross",56.61,-3.941
"PH16","Aldclune, Perth and Kinross",56.707,-3.809
"PH17","Aulich, Perth and Kinross",56.688,-4.382
"PH18","Blair Atholl, Perth and Kinross",56.774,-3.889
"PH19","Ben Alder Lodge, Highland",56.935,-4.255
"PH2","Aberargie, Perth and Kinross",56.387,-3.404
"PH20","Aberarder, Highland",57.054,-4.155
"PH21","Achlean, Highland",57.089,-4.022
"PH22","Avielochan, Highland",57.198,-3.806
"PH23","Bogroy, Highland",57.287,-3.801
"PH24","Auchgourish, Highland",57.254,-3.748
"PH25","Aundorach, Highland",57.262,-3.647
"PH26","Achnahannet, Highland",57.33,-3.605
"PH3","Aberuthven, Perth and Kinross",56.302,-3.704
"PH30","Corrour Shooting Lodge, Highland",56.792,-4.6
"PH31","Bohenie, Highland",56.892,-4.816
"PH32","Fort Augustus, Highland",57.145,-4.683
"PH33","Achagavel, Highland",56.822,-5.112
"PH34","Achnasaul, Highland",56.926,-4.926
"PH35","Aberchalder, Highland",57.076,-4.93
"PH36","Acharacle, Highland",56.721,-5.866
"PH38","Arienskill, Highland",56.845,-5.747
"PH39","Arisaig, Highland",56.913,-5.841
"PH4","Blackford, Perth and Kinross",56.261,-3.783
"PH40","Bracora, Highland",56.964,-5.786
"PH41","Airor, Highland",57.004,-5.832
"PH42","Cleadale, Highland",56.902,-6.142
"PH43","Harris, Highland",57.016,-6.28
"PH44","",57.057,-6.503
"PH49","Blackford, Perth and Kinross",56.675,-5.11
"PH5","Craggan, Perth and Kinross",56.329,-3.828
"PH50","Craggan, Perth and Kinross",56.714,-4.964
"PH6","Ardtrostan, Perth and Kinross",56.372,-3.995
"PH7","Balloch, Perth and Kinross",56.373,-3.826
"PH8","Achnafauld, Perth and Kinross",56.562,-3.598
"PH9","Ballechin, Perth and Kinross",56.651,-3.691
"PL1","Devonport, Devon",50.371,-4.153
"PL10","Cawsand, Cornwall",50.345,-4.211
"PL11","Antony, Cornwall",50.373,-4.25
"PL12","Blunts, Cornwall",50.419,-4.248
"PL13","Bocaddon, Cornwall",50.357,-4.475
"PL14","Bylane End, Cornwall",50.463,-4.465
"PL15","Altarnun, Cornwall",50.632,-4.399
"PL16","Broadwoodwidger, Devon",50.646,-4.267
"PL17","Ashton, Cornwall",50.516,-4.305
"PL18","Albaston, Cornwall",50.515,-4.219
"PL19","Blackdown, Devon",50.556,-4.154
"PL2","",50.389,-4.162
"PL20","Bellever, Devon",50.501,-4.1
"PL21","Bittaford, Devon",50.385,-3.918
"PL22","Boconnoc, Cornwall",50.403,-4.651
"PL23","Bodinnick, Cornwall",50.337,-4.635
"PL24","Menabilly, Cornwall",50.355,-4.71
"PL25","Boscoppa, Cornwall",50.341,-4.778
"PL26","Belowda, Cornwall",50.342,-4.825
"PL27","Bodieve, Cornwall",50.522,-4.874
"PL28","Crugmeer, Cornwall",50.533,-4.966
"PL29","Port Gaverne, Cornwall",50.585,-4.829
"PL3","Crabtree, Devon",50.387,-4.125
"PL30","Blisland, Cornwall",50.5,-4.728
"PL31","Bodmin, Cornwall",50.469,-4.721
"PL32","Camelford, Cornwall",50.633,-4.66
"PL33","Delabole, Cornwall",50.621,-4.731
"PL34","Bossiney, Cornwall",50.659,-4.742
"PL35","Boscastle, Cornwall",50.684,-4.684
"PL4","Plymouth, Devon",50.375,-4.128
"PL5","St Budeaux, Devon",50.41,-4.166
"PL6","Bickleigh, Devon",50.418,-4.116
"PL7","Cadover Bridge, Devon",50.392,-4.045
"PL8","Battisborough Cross, Devon",50.335,-4.012
"PL9","Down Thomas, Devon",50.354,-4.088
"PO1","Fratton, Portsmouth",50.799,-1.088
"PO10","Emsworth, Hampshire",50.851,-0.929
"PO11","Eastoke, Hampshire",50.791,-0.975
"PO12","Alverstoke, Hampshire",50.797,-1.141
"PO13","Bridgemary, Hampshire",50.812,-1.177
"PO14","Hill Head, Hampshire",50.837,-1.218
"PO15","Whiteley, Hampshire",50.862,-1.219
"PO16","Fareham, Hampshire",50.85,-1.159
"PO17","Boarhunt, Hampshire",50.889,-1.169
"PO18","Bosham, West Sussex",50.864,-0.814
"PO19","Chichester, West Sussex",50.837,-0.777
"PO2","North End, Portsmouth",50.816,-1.077
"PO20","Aldingbourne, West Sussex",50.783,-0.786
"PO21","Aldwick, West Sussex",50.784,-0.696
"PO22","Ancton, West Sussex",50.798,-0.648
"PO3","Hilsea, Portsmouth",50.816,-1.059
"PO30","Arreton, Isle of Wight",50.691,-1.313
"PO31","Cowes, Isle of Wight",50.753,-1.306
"PO32","East Cowes, Isle of Wight",50.75,-1.28
"PO33","Binstead, Isle of Wight",50.721,-1.169
"PO34","Nettlestone, Isle of Wight",50.716,-1.112
"PO35","Bembridge, Isle of Wight",50.686,-1.084
"PO36","Alverstone, Isle of Wight",50.658,-1.162
